x,t,u
0.23232323,0.6767677,0.3456127
0.23232323,0.68686867,0.34222776
0.23232323,0.6969697,0.3388733
0.23232323,0.7070707,0.335549
0.23232323,0.7171717,0.3322543
0.23232323,0.72727275,0.32898927
0.23232323,0.7373737,0.32575315
0.23232323,0.7474748,0.32254556
0.23232323,0.75757575,0.3193666
0.23232323,0.7676768,0.31621546
0.23232323,0.7777778,0.31309187
0.23232323,0.78787875,0.30999577
0.23232323,0.79797983,0.30692646
0.23232323,0.8080808,0.30388403
0.23232323,0.8181818,0.30086774
0.23232323,0.82828283,0.29787752
0.23232323,0.83838385,0.29491308
0.23232323,0.8484849,0.291974
0.23232323,0.85858583,0.2890601
0.23232323,0.86868685,0.28617114
0.23232323,0.8787879,0.28330657
0.23232323,0.8888889,0.28046653
0.23232323,0.8989899,0.27765045
0.23232323,0.9090909,0.2748581
0.23232323,0.9191919,0.27208924
0.23232323,0.9292929,0.26934358
0.23232323,0.93939394,0.26662093
0.23232323,0.94949496,0.26392123
0.23232323,0.959596,0.2612438
0.23232323,0.969697,0.25858867
0.23232323,0.97979796,0.25595564
0.23232323,0.989899,0.25334457
0.23232323,1.0,0.250755
0.24242425,0.0,0.6931997
0.24242425,0.01010101,0.68632394
0.24242425,0.02020202,0.6795066
0.24242425,0.030303031,0.6727491
0.24242425,0.04040404,0.66605264
0.24242425,0.05050505,0.65941817
0.24242425,0.060606062,0.6528463
0.24242425,0.07070707,0.6463379
0.24242425,0.08080808,0.6398937
0.24242425,0.09090909,0.6335137
0.24242425,0.1010101,0.6271979
0.24242425,0.11111111,0.62094694
0.24242425,0.121212125,0.6147605
0.24242425,0.13131313,0.60863847
0.24242425,0.14141414,0.60258096
0.24242425,0.15151516,0.5965872
0.24242425,0.16161616,0.5906573
0.24242425,0.17171717,0.58479035
0.24242425,0.18181819,0.57898647
0.24242425,0.1919192,0.5732446
0.24242425,0.2020202,0.5675644
0.24242425,0.21212122,0.56194556
0.24242425,0.22222222,0.55638707
0.24242425,0.23232323,0.55088836
0.24242425,0.24242425,0.5454489
0.24242425,0.25252524,0.5400678
0.24242425,0.26262626,0.5347443
0.24242425,0.27272728,0.5294779
0.24242425,0.28282827,0.5242678
0.24242425,0.2929293,0.5191132
0.24242425,0.3030303,0.5140133
0.24242425,0.3131313,0.5089675
0.24242425,0.32323232,0.5039751
0.24242425,0.33333334,0.49903527
0.24242425,0.34343433,0.49414724
0.24242425,0.35353535,0.4893102
0.24242425,0.36363637,0.4845234
0.24242425,0.37373737,0.47978646
0.24242425,0.3838384,0.47509837
0.24242425,0.3939394,0.47045857
0.24242425,0.4040404,0.4658661
0.24242425,0.41414142,0.46132058
0.24242425,0.42424244,0.45682108
0.24242425,0.43434343,0.45236722
0.24242425,0.44444445,0.4479583
0.24242425,0.45454547,0.44359332
0.24242425,0.46464646,0.43927205
0.24242425,0.47474748,0.4349936
0.24242425,0.4848485,0.43075746
0.24242425,0.4949495,0.4265632
0.24242425,0.50505054,0.4224098
0.24242425,0.5151515,0.4182971
0.24242425,0.5252525,0.4142242
0.24242425,0.53535354,0.41019094
0.24242425,0.5454545,0.40619624
0.24242425,0.5555556,0.40224004
0.24242425,0.56565654,0.39832157
0.24242425,0.57575756,0.3944403
0.24242425,0.5858586,0.3905958
0.24242425,0.5959596,0.38678753
0.24242425,0.6060606,0.3830151
0.24242425,0.6161616,0.37927803
0.24242425,0.62626266,0.3755755
0.24242425,0.6363636,0.37190747
0.24242425,0.64646465,0.3682733
0.24242425,0.65656567,0.36467257
0.24242425,0.6666666,0.36110497
0.24242425,0.6767677,0.35756975
0.24242425,0.68686867,0.3540669
0.24242425,0.6969697,0.3505957
0.24242425,0.7070707,0.34715578
0.24242425,0.7171717,0.34374705
0.24242425,0.72727275,0.34036875
0.24242425,0.7373737,0.33702078
0.24242425,0.7474748,0.33370256
0.24242425,0.75757575,0.3304135
0.24242425,0.7676768,0.32715404
0.24242425,0.7777778,0.32392323
0.24242425,0.78787875,0.3207206
0.24242425,0.79797983,0.31754616
0.24242425,0.8080808,0.31439945
0.24242425,0.8181818,0.31128016
0.24242425,0.82828283,0.3081883
0.24242425,0.83838385,0.30512276
0.24242425,0.8484849,0.30208388
0.24242425,0.85858583,0.29907137
0.24242425,0.86868685,0.2960844
0.24242425,0.8787879,0.29312322
0.24242425,0.8888889,0.2901874
0.24242425,0.8989899,0.28727654
0.24242425,0.9090909,0.2843904
0.24242425,0.9191919,0.28152883
0.24242425,0.9292929,0.27869156
0.24242425,0.93939394,0.2758782
0.24242425,0.94949496,0.27308857
0.24242425,0.959596,0.27032232
0.24242425,0.969697,0.2675793
0.24242425,0.97979796,0.2648594
0.24242425,0.989899,0.26216215
